"Tarih","PM10","SO2","CO","NO2","NOX","NO"
"11/4/2019","66.189702083333","19.137013166667","1090.4867791667","55.078605","123.48840841667","68.40980275"
"11/3/2019","50.324549166667","18.675615541667","846.6933625","41.211465833333","74.717974625","33.506508833333"
"11/2/2019","42.4634975","15.697493625","869.85636666667","35.846467083333","76.799898291667","40.953430666667"
"11/1/2019","22.604699291667","15.228653833333","545.65923375","45.858602916667","83.84379825","37.985195708333"
"10/31/2019","41.389026666667","10.406922333333","776.66828333333","41.2384725","83.935226583333","42.696754625"
"10/30/2019","61.904525833333","8.6527387083333","993.394825","45.712655833333","97.215211083333","51.502552916667"
"10/29/2019","55.523994583333","9.03810975","1003.00085","42.72891625","83.44284125","40.713925125"
"10/28/2019","47.814505","10.921927916667","894.6437375","44.221117083333","105.88882033333","61.667702208333"
"10/27/2019","41.6593875","7.2368138333333","481.63734958333","28.398172083333","50.378390666667","21.980219708333"
"10/26/2019","47.219034583333","7.5373695","827.68606666667","39.696311333333","86.669855","46.973545708333"
"10/25/2019","44.37618125","7.3265260833333","777.0684125","43.939462916667","85.662410708333","41.722947375"
"10/24/2019","38.778438333333","7.2583297083333","658.597125","37.093526666667","71.58830075","34.494772666667"
"10/23/2019","41.55308875","7.3628895833333","762.7826","37.525094583333","74.552616125","37.027520958333"
"10/22/2019","44.739068333333","6.2554315833333","659.70092083333","40.323372083333","78.62117825","38.297805208333"
"10/21/2019","48.257949583333","6.97587675","874.13554583333","41.661215416667","92.394787916667","50.733569208333"
"10/20/2019","60.809101666667","6.220945","644.74981666667","36.796140416667","63.823162083333","27.027021541667"
"10/19/2019","68.018181666667","5.764088125","906.05329166667","43.928154166667","98.071960375","54.143804458333"
"10/18/2019","56.566402916667","6.26705575","861.5675","49.256712916667","103.77885425","54.52214425"
"10/17/2019","54.635240833333","7.0793937083333","684.39325","42.606385833333","82.050721875","39.444334791667"
"10/16/2019","54.459967916667","11.465705583333","737.57166666667","51.542935416667","103.73857891667","52.195641041667"
"10/15/2019","49.559079583333","13.922479458333","752.55725416667","42.885624583333","91.284354291667","48.398729583333"
"10/14/2019","53.077817083333","6.192807875","920.60714166667","40.9331225","89.63699175","48.703870416667"
"10/13/2019","41.1345025","7.717736375","614.15957916667","35.94704","67.967860541667","32.020819916667"
"10/12/2019","29.928095416667","6.2003892916667","620.04931666667","35.95792875","68.7658095","32.807881"
"10/11/2019","43.231843333333","6.4331832083333","604.80087916667","46.39533875","89.561314875","43.165973958333"
"10/10/2019","37.69048625","7.6427555416667","683.1359125","41.39338875","80.5759765","39.182589791667"
"10/9/2019","21.306041541667","10.15776625","769.22304166667","35.7941325","86.717521625","50.923389"
"10/8/2019","23.440195291667","5.3073657916667","644.33489166667","43.591067083333","81.650889833333","38.059823916667"
"10/7/2019","20.132949666667","5.3049767083333","541.06527916667","37.312419583333","77.261882458333","39.949462458333"
"10/6/2019","9.1057034583333","4.1368929583333","373.79875791667","31.558625166667","47.605744166667","16.047118458333"
"10/5/2019","34.1293","5.280508125","274.10635","40.688282083333","65.794670458333","25.106388416667"
"10/4/2019","40.229857083333","13.085184916667","424.10517125","54.19770375","98.538435375","44.340734791667"
"10/3/2019","52.241280833333","5.9149580416667","634.35039583333","58.852715416667","94.786207708333","35.933492375"
"10/2/2019","39.798165416667","4.9280798333333","714.124175","53.013279166667","104.1835585","51.170278583333"
"10/1/2019","32.550488916667","4.8741415833333","563.39307083333","52.224532083333","86.85993125","34.635399875"
"9/30/2019","26.390379333333","6.2380843333333","671.9749","45.59729625","96.5220655","50.924770416667"
"9/29/2019","23.254826583333","4.522191375","502.28514166667","32.2511575","59.957438625","27.706280916667"
"9/28/2019","22.860324375","4.74371875","515.52986291667","41.119526958333","84.017325833333","42.89779875"
"9/27/2019","26.158794166667","4.3814146666667","633.50211666667","41.502085416667","78.923021333333","37.420937916667"
"9/26/2019","39.933507083333","4.3390845","519.96942916667","43.045490416667","81.8903885","38.844900458333"
"9/25/2019","35.724055909091","4.2824857391304","581.37295454545","45.766283913043","83.535812521739","37.769527086957"
"9/24/2019","33.387184166667","8.6810059583333","756.02657083333","47.520790833333","93.771892333333","46.251104791667"
"9/23/2019","14.934803083333","5.8605145833333","555.51258333333","37.013812083333","69.701124958333","32.687313166667"
"9/22/2019","15.440822583333","6.02035075","315.31180833333","23.067772125","37.513205","14.445432958333"
"9/21/2019","13.806199708333","4.8745191666667","368.75719583333","28.320126541667","52.680347583333","24.360220791667"
"9/20/2019","15.375877583333","5.4979727083333","396.3523375","32.917575416667","61.059366041667","28.141790708333"
"9/19/2019","32.233982916667","9.8195289166667","387.9217125","39.279873333333","61.496661125","22.216787125"
"9/18/2019","28.482054583333","5.43873","424.93666666667","53.553602083333","89.926673125","36.373071291667"
"9/17/2019","27.009378333333","6.0766345416667","469.16998333333","40.279318333333","64.700845541667","24.421527791667"
"9/16/2019","42.217414583333","5.2503224583333","537.11859583333","39.765087916667","71.812498916667","32.047411666667"
"9/15/2019","20.71316125","5.8711770416667","351.28723333333","26.303043","41.669741958333","15.366699208333"
"9/14/2019","16.289479166667","4.92549925","397.08260833333","37.08436375","62.505610791667","25.421247333333"
"9/13/2019","13.532462083333","5.6181062083333","411.421525","31.337750416667","53.736029375","22.398279208333"
"9/12/2019","16.475695833333","4.861328","403.597575","32.237252083333","61.3439215","29.106669125"
"9/11/2019","15.51119125","5.9759855","418.64431666667","29.164267083333","51.691257708333","22.526990583333"
"9/10/2019","21.721734166667","8.046697375","353.20847083333","36.649315","60.69345275","24.044138541667"
"9/9/2019","15.264287916667","5.5471070833333","490.63329166667","32.286162916667","55.945983208333","23.659821041667"
"9/8/2019","31.364405","7.6259809583333","376.62180833333","27.82154","40.249607291667","12.428067416667"
"9/7/2019","15.8755125","4.583278","421.382275","35.369015416667","58.232581541667","22.863566125"
"9/6/2019","15.66365875","8.5318505833333","463.66101666667","31.50284","54.379367583333","22.876528291667"
"9/5/2019","20.608840833333","4.6205062916667","393.08253333333","29.585209166667","46.608618916667","17.023409208333"
"9/4/2019","24.379677083333","5.112822625","499.38612916667","33.212932916667","54.311202958333","21.098270333333"
"9/3/2019","34.878597083333","5.4497762083333","455.92250833333","31.646242916667","50.958685625","19.312442708333"
"9/2/2019","21.396480833333","5.2390026666667","500.99028333333","34.06029875","59.830890708333","25.770593083333"
"9/1/2019","14.698359166667","4.9653885","483.43137916667","22.462531333333","34.448862833333","11.986332666667"
"8/31/2019","19.09863125","5.6666503333333","358.42862916667","23.498415166667","40.325870833333","16.827455958333"
"8/30/2019","17.768400833333","5.2330557916667","507.01718333333","27.669222916667","43.087110041667","15.417887458333"
"8/29/2019","25.901892083333","4.935537125","397.86814166667","30.3865425","51.175032541667","20.788490125"
"8/28/2019","19.192781666667","6.396855875","395.97610416667","32.92298225","56.511799333333","23.588817625"
"8/27/2019","20.037665","4.3914069583333","347.05495833333","30.950270833333","53.643065583333","22.692794916667"
"8/26/2019","29.677887916667","4.2500395","340.96275833333","31.385125833333","59.096271708333","27.711144166667"
"8/25/2019","26.87027625","4.3632220833333","414.6138","27.829040416667","43.89240075","16.06336025"
"8/24/2019","27.547415416667","4.4568329166667","599.65505416667","38.5232225","68.749121208333","30.2258995"
"8/23/2019","28.854229583333","3.7159524166667","435.64367916667","31.024940416667","50.510859625","19.485919958333"
"8/22/2019","29.173597208333","4.060791","492.22465","37.49130625","62.332825083333","24.841518208333"
"8/21/2019","14.627854083333","4.6766390416667","512.27187916667","45.319156666667","67.253307791667","21.934150916667"
"8/20/2019","19.4356225","4.3704149583333","371.17495","36.12161","65.694566208333","29.572957458333"
"8/19/2019","16.347103333333","4.6270641666667","452.38961666667","34.517912541667","67.575600583333","33.057688916667"
"8/18/2019","12.728752083333","4.6188779166667","327.78913333333","26.790718333333","40.98188775","14.1911695"
"8/17/2019","14.687452083333","4.4987068333333","364.5391","30.428731666667","53.11061225","22.681881291667"
"8/16/2019","25.084206666667","4.035053625","532.1678125","29.764756666667","57.472682208333","27.707926"
"8/15/2019","25.64361875","4.1403480416667","703.9302","44.962029583333","76.904771791667","31.942743708333"
"8/14/2019","22.17294","5.3358687083333","558.88345416667","38.68782625","57.689590416667","19.001765666667"
"8/13/2019","23.010944166667","5.812233","463.73357916667","33.518195833333","51.494630041667","17.97643425"
"8/12/2019","17.202039166667","12.822657208333","376.83502083333","35.6916725","52.5096005","16.817928"
"8/11/2019","13.427810416667","8.6426494583333","348.22310416667","24.442293708333","35.864399","11.422104333333"
"8/10/2019","15.086912083333","5.6720423333333","422.61620833333","34.41100625","56.471562666667","22.060557541667"
"8/9/2019","12.500668333333","9.2323509583333","479.3343375","52.20064625","89.638561833333","37.437914916667"
"8/8/2019","13.345513833333","5.5618517916667","516.80745833333","35.750898333333","60.334671791667","24.58377375"
"8/7/2019","11.34703475","6.9799357083333","412.69440416667","35.041140833333","65.249169625","30.208028333333"
"8/6/2019","12.080147083333","5.286720625","324.3050375","28.2928745","46.291115208333","17.998241208333"
"8/5/2019","12.984680958333","4.6117500833333","486.80683333333","","",""
"8/4/2019","19.419623458333","4.0994492083333","337.39248333333","","",""
"8/3/2019","14.439184583333","4.429139","451.16199166667","","",""
"8/2/2019","17.305139166667","4.1674481666667","522.28674583333","","",""
"8/1/2019","14.49298875","4.1053047083333","360.27685416667","34.12462","56.3575995","22.232978833333"
"7/31/2019","13.296360416667","4.69131875","600.23155833333","36.06294575","72.52931225","36.466369208333"
"7/30/2019","13.720313333333","4.6379794166667","338.67257083333","30.394774166667","51.621296375","21.226521041667"
"7/29/2019","12.357962166667","4.3054257083333","528.9238875","31.38460625","54.863919041667","23.479312208333"
"7/28/2019","9.796475375","5.0817099583333","454.1976125","27.380364166667","42.730931791667","15.350567083333"
"7/27/2019","8.7542235416667","5.1699202083333","418.32747083333","22.333203083333","36.373502083333","14.040298333333"
"7/26/2019","8.817311625","5.7918570833333","363.72534583333","27.544481458333","46.729710916667","19.18522875"
"7/25/2019","8.3821477916667","4.3195871666667","431.2126875","32.1676875","52.102587","19.934899041667"
"7/24/2019","10.335156708333","5.02000075","443.2379875","36.5307005","61.417727916667","24.887025791667"
"7/23/2019","15.843885333333","4.5400492083333","411.81375","34.087990416667","56.135939125","22.047948041667"
"7/22/2019","15.413791125","4.3209095833333","445.37940833333","30.463088125","56.888596583333","26.425508208333"
"7/21/2019","13.595850541667","6.04218075","465.55972916667","28.327264166667","41.711682291667","13.384419541667"
"7/20/2019","22.150265916667","8.5506441666667","440.32509583333","37.682656666667","63.16932175","25.486664458333"
"7/19/2019","13.073046208333","4.962267125","413.32564166667","30.803594166667","48.290575875","17.486981458333"
"7/18/2019","13.201194583333","3.69419225","417.71402083333","32.451537916667","48.255076125","15.803539125"
"7/17/2019","5.6331602083333","3.293804875","404.78358333333","35.943366291667","62.663118958333","26.719752458333"
"7/16/2019","5.5134969166667","4.18884775","423.453125","32.029320416667","55.977868958333","23.948548583333"
"7/15/2019","7.8780787083333","3.2296454583333","406.862","23.133273583333","33.177528416667","10.044255375"
"7/14/2019","7.9665328333333","3.351421875","490.1656125","32.412683791667","50.249574416667","17.83689025"
"7/13/2019","6.249024375","3.7143986666667","452.35545","31.50473525","50.865248708333","19.360513041667"
"7/12/2019","5.73009675","3.6331015833333","482.45602916667","32.289112833333","57.2447035","24.955591125"
"7/11/2019","5.7921759166667","3.1380339583333","480.83304166667","38.917426583333","59.735539833333","20.818114416667"
"7/10/2019","5.752971","3.3209682916667","523.66499166667","35.78249","55.642255375","19.859765375"
"7/9/2019","6.1242387083333","3.551611375","","25.31017","39.316927958333","14.006758708333"
"7/8/2019","7.61325425","3.2726596666667","","35.854212083333","55.970897875","20.116686875"
"7/7/2019","5.73582925","3.5398379583333","647.71208333333","17.100534791667","25.106902166667","8.006368125"
"7/6/2019","7.103762375","3.276642875","","25.436327083333","39.718604","14.282277875"
"7/5/2019","6.0585537083333","3.1402258333333","1000.8844857143","29.408125166667","49.646311208333","20.238187125"
"7/4/2019","5.7130647083333","2.94320825","","28.4412525","48.234574875","19.793320916667"
"7/3/2019","7.0052024583333","2.768596125","","28.7736475","48.67869725","19.905051208333"
"7/2/2019","6.0819383333333","3.0816955833333","","25.23950075","44.245442041667","19.00594125"
"7/1/2019","4.2671914166667","3.5477214583333","","26.200835","43.225778208333","17.024942416667"
"6/30/2019","1.1101346666667","3.5206098333333","436.55212272727","25.812604333333","45.003870875","19.191264625"
"6/29/2019","2.026631625","3.3522721666667","","23.745106708333","41.648271583333","17.903164125"
"6/28/2019","3.9199787083333","3.3410385","923.588375","32.270860041667","50.989586666667","18.71872625"
"6/27/2019","1.68281175","3.1137552916667","","33.783868625","50.523851916667","16.73998325"
"6/26/2019","4.40885525","3.1371362083333","596.98135","21.2165675","36.210880666667","14.994314125"
"6/25/2019","","3.2130124166667","587.799225","31.32266875","49.883730541667","18.561062541667"
"6/24/2019","","3.4888359583333","609.4169125","36.333194166667","65.076005958333","28.742812291667"
"6/23/2019","","3.246869","696.3497875","26.392863625","41.36394125","14.971077666667"
"6/22/2019","","3.0524857083333","712.3253","38.0801075","65.869635375","27.789527958333"
"6/21/2019","","3.139694875","983.182725","36.0421775","53.864935791667","17.822758208333"
"6/20/2019","","3.2160174166667","1030.8347333333","35.990033375","55.743642416667","19.753608541667"
"6/19/2019","","3.3209285","846.09597083333","39.021023333333","71.35993425","32.338910583333"
"6/18/2019","4.34098675","3.348304875","745.28367083333","47.833519166667","72.599174958333","24.765655166667"
"6/17/2019","3.45174025","3.7064022083333","782.13446666667","30.731345083333","52.788232333333","22.056887916667"
"6/16/2019","2.0217100833333","3.2499250416667","769.65180833333","27.251745833333","41.660047791667","14.408300708333"
"6/15/2019","2.5704929583333","3.410895","737.71129166667","29.021262916667","51.231028208333","22.20976625"
"6/14/2019","1.556703375","3.9364464166667","643.7553375","25.579761041667","39.601734916667","14.021974416667"
"6/13/2019","3.3412837916667","3.271584625","590.3697125","24.326896666667","36.401556666667","12.074661041667"
"6/12/2019","4.7572753333333","3.04180725","528.09696666667","23.431303083333","33.643540875","10.212236791667"
"6/11/2019","1.2795462916667","3.4918043333333","602.6553875","34.087612083333","63.716706416667","29.629093833333"
"6/10/2019","2.212844875","3.4058616666667","520.3180875","33.102599583333","58.017167041667","24.914566375"
"6/9/2019","2.0822468333333","3.2504503333333","425.37502083333","19.686577041667","30.155133708333","10.468556666667"
"6/8/2019","2.4764998333333","3.6730721666667","455.80747916667","28.11968475","48.655340041667","20.535655541667"
"6/7/2019","8.7976094583333","3.1028935","517.8780625","23.464967916667","40.597016291667","17.132048125"
"6/6/2019","2.7923604166667","3.1086587083333","570.83807916667","24.388544875","41.233532875","16.844988666667"
"6/5/2019","4.0638157083333","3.4010305833333","530.5159625","21.225423333333","36.236208791667","15.010784583333"
"6/4/2019","5.7815416190476","3.4528792916667","573.4225875","25.621082083333","38.579696291667","12.958614666667"
"6/3/2019","","3.4320189166667","674.24494583333","26.020508333333","42.936550666667","16.916043041667"
"6/2/2019","30.486129958333","3.78674875","610.96546666667","35.763825833333","56.076867458333","20.313041625"
"6/1/2019","13.33838295","4.1344754166667","674.42487916667","43.776869166667","70.506656166667","26.729786416667"
"5/31/2019","47.076619947368","4.9612961666667","503.71834583333","46.758320416667","69.830243208333","23.071920958333"
"5/30/2019","68.14194625","5.4409695","411.89777916667","40.1450125","57.83041","17.685399166667"
"5/29/2019","38.089028333333","4.913254125","464.91392041667","49.947891125","82.201372041667","32.253478958333"
"5/28/2019","22.757447333333","4.65002575","612.3886","46.5601725","76.221931041667","29.66175875"
"5/27/2019","13.015866916667","5.17044","564.88662083333","39.298425416667","62.944352625","23.645927541667"
"5/26/2019","8.4712725833333","4.918138875","450.45129583333","30.462946666667","41.281215208333","10.818269208333"
"5/25/2019","10.557034833333","4.2375441666667","513.1647125","31.38211875","46.080912541667","14.698793916667"
"5/24/2019","22.756852208333","4.3925745","519.65081666667","32.820344541667","57.952884625","25.132540708333"
"5/23/2019","27.466245","4.6745047083333","445.11779166667","35.914650041667","63.119656666667","27.205006458333"
"5/22/2019","29.79059875","2.5508718333333","564.6066375","49.845300416667","79.441301208333","29.596001583333"
"5/21/2019","33.44199","4.301267875","490.3414125","49.299514583333","74.778952708333","25.479436916667"
"5/20/2019","32.734287916667","1.9765617083333","700.92809583333","53.219649166667","87.234548333333","34.014899083333"
"5/19/2019","14.840618541667","2.1139900454545","597.9595","30.423029958333","40.5769605","10.153930291667"
"5/18/2019","18.050216125","0.75919841666667","709.18834166667","35.766649166667","54.693808166667","18.927159041667"
"5/17/2019","22.265977916667","1.1455142916667","713.54274166667","38.871854166667","65.814455666667","26.942601"
"5/16/2019","25.366113809524","1.1251123333333","569.81905","32.738779166667","54.873106291667","22.134326583333"
"5/15/2019","16.196002041667","2.4640834166667","746.44963333333","39.702525","62.8684355","23.16591075"
"5/14/2019","17.522884875","10.461134291667","552.67436666667","37.023250416667","68.003623833333","30.980372708333"
"5/13/2019","9.3840163809524","6.9795480416667","584.52652916667","36.606569166667","60.24771275","23.641143375"
"5/12/2019","10.570122458333","5.7147302083333","597.49355","26.420751666667","38.04606275","11.625309875"
"5/11/2019","19.142182375","6.8238990833333","787.62591666667","37.9134875","59.338862541667","21.425375166667"
"5/10/2019","28.633231458333","7.7836656666667","835.52107083333","46.485225416667","80.991885041667","34.506661125"
"5/9/2019","23.035702388889","7.560167875","542.05986666667","32.089682083333","56.088260583333","23.998578166667"
"5/8/2019","8.7997570454545","1.9502085833333","517.58225416667","28.6915895","50.232062125","21.540472875"
"5/7/2019","19.445938777778","2.83294575","469.96615833333","42.234682083333","67.627370041667","25.3926875"
"5/6/2019","13.972604666667","4.038664875","460.30002083333","","",""
"5/5/2019","17.751642083333","9.0132868333333","631.98909583333","","",""
"5/4/2019","17.668326375","9.5079115833333","469.3284375","","",""
"5/3/2019","29.945793625","6.6248167916667","697.35665833333","","",""
"5/2/2019","21.174536291667","5.83988425","586.51685833333","","",""
"5/1/2019","22.231057916667","9.0530853333333","553.386675","","",""
"4/30/2019","29.51170375","12.496479666667","638.6618625","","",""
"4/29/2019","42.473549166667","11.366184833333","807.00194166667","","",""
"4/28/2019","33.204527916667","14.331701208333","1070.6965458333","","",""
"4/27/2019","40.821616458333","20.110528416667","858.92987916667","","",""
"4/26/2019","33.770342916667","7.098971125","1034.1286791667","","",""
"4/25/2019","32.253660833333","11.966630416667","1023.0758416667","","",""
"4/24/2019","41.6989675","25.210855833333","1300.8040375","","",""
"4/23/2019","24.184077916667","18.674569826087","844.52674166667","","",""
"4/22/2019","19.145391125","10.100686869565","751.16232916667","","",""
"4/21/2019","4.62893825","4.4583908695652","501.3364125","37.074132916667","54.948629666667","17.874496458333"
"4/20/2019","14.313214875","7.7672784166667","577.15075416667","36.674223333333","60.904190708333","24.229967458333"
"4/19/2019","12.039920958333","2.4727348695652","378.4171125","40.685964583333","68.962602458333","28.276636875"
"4/18/2019","20.7634375","10.3736565","745.281325","40.5836225","70.514403125","29.930780958333"
"4/17/2019","22.693919916667","11.98248425","750.82409166667","44.59718625","78.653406666667","34.056220208333"
"4/16/2019","8.7284269166667","2.504942","542.95646666667","36.710147291667","68.920667125","32.210520333333"
"4/15/2019","6.004688125","1.831693875","420.33285416667","26.39089175","55.104651333333","28.713758291667"
"4/14/2019","17.315757666667","5.030132625","848.1037125","38.964466666667","66.467064","27.502598708333"
"4/13/2019","24.748389958333","10.27737575","736.56609583333","41.173976666667","74.148243625","32.974267166667"
"4/12/2019","23.637313291667","14.75522075","1217.7495375","57.830500416667","111.48405483333","53.653559333333"
"4/11/2019","19.254040416667","10.59080525","1044.5700958333","48.92872125","86.5144295","37.585709791667"
"4/10/2019","31.74159125","10.179205458333","1083.8113875","58.931715833333","100.19765608333","41.265938166667"
"4/9/2019","25.063668208333","8.6914127916667","1029.8128875","56.870762083333","93.437860916667","36.567097208333"
"4/8/2019","35.559045833333","9.1791140833333","1105.4822541667","52.621169166667","87.091944583333","34.470774625"
"4/7/2019","32.075973333333","9.6029174166667","1117.5415291667","39.7675925","65.096819","25.329227541667"
"4/6/2019","42.829569166667","22.269783833333","1189.6676666667","45.735100833333","76.612373875","30.877274"
"4/5/2019","33.85852375","18.984590083333","1211.9448458333","48.6455725","89.325857916667","40.680284708333"
"4/4/2019","30.60575125","12.052383608696","1022.8921333333","44.707614166667","86.221039875","41.513425375"
"4/3/2019","22.050929125","10.948949458333","882.1449375","41.3410775","72.808227791667","31.46715175"
"4/2/2019","32.608142916667","12.878950727273","1010.0649791667","48.140646666667","84.775155708333","36.634512083333"
"4/1/2019","14.276339583333","8.75019775","810.78584166667","47.649339166667","75.078413333333","27.429074166667"
"3/31/2019","23.991447083333","15.772653625","758.82427083333","29.483926666667","41.273678083333","11.789751333333"
"3/30/2019","24.209528291667","18.780621583333","805.9640375","37.296117083333","56.093941208333","18.797825166667"
"3/29/2019","20.776979291667","14.892842772727","644.81612916667","33.8068","54.508514708333","20.701715375"
"3/28/2019","16.898647958333","9.727753","547.02288333333","31.648875","55.756703958333","24.107830041667"
"3/27/2019","32.608401041667","18.645694904762","957.62472916667","","",""
"3/26/2019","38.528144166667","24.891001695652","1238.3954166667","","",""
"3/25/2019","37.924169583333","29.587064086957","1047.3549458333","","",""
"3/24/2019","17.961327916667","17.787441863636","789.8088125","","",""
"3/23/2019","31.869585333333","17.275491904762","863.89680833333","","",""
"3/22/2019","14.058679875","10.792499541667","627.15360416667","","",""
"3/21/2019","","12.562346130435","778.13527083333","","",""
"3/20/2019","","12.659483833333","1118.3547166667","","",""
"3/19/2019","","14.198779916667","876.4532875","","",""
"3/18/2019","","28.835392875","1139.1687916667","","",""
"3/17/2019","","12.432531708333","753.9309","","",""
"3/16/2019","","10.77597655","653.32144166667","33.340272083333","51.334908708333","17.994637791667"
"3/15/2019","","9.1965895416667","854.95533333333","24.435977368421","",""
"3/14/2019","","14.194530083333","800.14426666667","","",""
"3/13/2019","","9.2456200833333","447.64949166667","","",""
"3/12/2019","","20.442585541667","1123.6246125","60.811358894737","115.93475347368","55.123396578947"
"3/11/2019","","23.560139833333","1059.2471333333","59.247027916667","103.5565855","44.309559166667"
"3/10/2019","","23.031200833333","955.89177916667","39.755895416667","55.100355583333","15.344459958333"
